DateOfCall,PropertyCategory,NumPumpsAttending
13-08-2021,Dwelling,2
13-08-2021,Non Residential,1
13-08-2021,Dwelling,1
13-08-2021,Dwelling,2
13-08-2021,Dwelling,2
13-08-2021,Dwelling,1
13-08-2021,Outdoor,1
13-08-2021,Outdoor Structure,1
13-08-2021,Non Residential,1
13-08-2021,Dwelling,5
13-08-2021,Dwelling,5
13-08-2021,Outdoor,1
13-08-2021,Dwelling,2
13-08-2021,Non Residential,1
13-08-2021,Dwelling,1
13-08-2021,Dwelling,2
13-08-2021,Dwelling,1
13-08-2021,Outdoor,1
13-08-2021,Dwelling,1
13-08-2021,Outdoor Structure,2
13-08-2021,Dwelling,2
13-08-2021,Non Residential,2
13-08-2021,Road Vehicle,1
13-08-2021,Dwelling,1
13-08-2021,Dwelling,1
13-08-2021,Non Residential,1
13-08-2021,Dwelling,2
13-08-2021,Non Residential,1
13-08-2021,Dwelling,1
13-08-2021,Other Residential,2
13-08-2021,Dwelling,1
13-08-2021,Road Vehicle,1
13-08-2021,Non Residential,1
13-08-2021,Non Residential,2
13-08-2021,Road Vehicle,2
13-08-2021,Dwelling,1
13-08-2021,Dwelling,2
13-08-2021,Dwelling,1
13-08-2021,Dwelling,1
13-08-2021,Dwelling,2
13-08-2021,Dwelling,1
13-08-2021,Dwelling,5
14-08-2021,Non Residential,1
14-08-2021,Dwelling,1
14-08-2021,Dwelling,1
14-08-2021,Dwelling,1
14-08-2021,Dwelling,2
14-08-2021,Dwelling,5
14-08-2021,Dwelling,1
14-08-2021,Non Residential,1
14-08-2021,Outdoor,1
14-08-2021,Dwelling,2
14-08-2021,Dwelling,3
14-08-2021,Road Vehicle,2
14-08-2021,Dwelling,1
14-08-2021,Dwelling,1
14-08-2021,Dwelling,1
14-08-2021,Non Residential,1
14-08-2021,Road Vehicle,2
14-08-2021,Dwelling,1
14-08-2021,Dwelling,2
14-08-2021,Non Residential,1
14-08-2021,Dwelling,2
14-08-2021,Dwelling,1
14-08-2021,Non Residential,2
14-08-2021,Dwelling,1
14-08-2021,Dwelling,1
14-08-2021,Dwelling,5
14-08-2021,Dwelling,1
14-08-2021,Non Residential,1
14-08-2021,Outdoor,2
14-08-2021,Road Vehicle,1
14-08-2021,Road Vehicle,1
14-08-2021,Dwelling,1
14-08-2021,Other Residential,5
14-08-2021,Road Vehicle,1
14-08-2021,Dwelling,5
14-08-2021,Dwelling,1
14-08-2021,Dwelling,1
14-08-2021,Road Vehicle,1
14-08-2021,Other Residential,1
14-08-2021,Non Residential,1
14-08-2021,Dwelling,2
14-08-2021,Dwelling,1
14-08-2021,Dwelling,1
14-08-2021,Dwelling,2
14-08-2021,Non Residential,2
14-08-2021,Dwelling,1
14-08-2021,Dwelling,1
14-08-2021,Dwelling,3
14-08-2021,Dwelling,1
14-08-2021,Dwelling,1
14-08-2021,Non Residential,2
14-08-2021,Dwelling,2
14-08-2021,Dwelling,1
14-08-2021,Dwelling,2
14-08-2021,Other Residential,2
14-08-2021,Dwelling,1
14-08-2021,Non Residential,1
14-08-2021,Dwelling,1
14-08-2021,Non Residential,1
14-08-2021,Dwelling,1
14-08-2021,Dwelling,1
14-08-2021,Outdoor Structure,1
14-08-2021,Non Residential,1
14-08-2021,Non Residential,1
14-08-2021,Non Residential,1
14-08-2021,Dwelling,2
14-08-2021,Non Residential,1
14-08-2021,Dwelling,5
14-08-2021,Dwelling,2
14-08-2021,Dwelling,1
14-08-2021,Dwelling,1
14-08-2021,Other Residential,2
14-08-2021,Dwelling,1
14-08-2021,Dwelling,1
14-08-2021,Dwelling,1
14-08-2021,Outdoor,1
14-08-2021,Non Residential,1
14-08-2021,Road Vehicle,1
14-08-2021,Non Residential,1
14-08-2021,Dwelling,1
14-08-2021,Dwelling,1
14-08-2021,Outdoor Structure,1
14-08-2021,Dwelling,1
14-08-2021,Non Residential,1
14-08-2021,Dwelling,1
14-08-2021,Dwelling,1
14-08-2021,Road Vehicle,1
14-08-2021,Dwelling,2
14-08-2021,Other Residential,2
14-08-2021,Dwelling,5
14-08-2021,Non Residential,1
14-08-2021,Dwelling,1
14-08-2021,Dwelling,2
14-08-2021,Dwelling,1
14-08-2021,Dwelling,2
14-08-2021,Outdoor Structure,1
14-08-2021,Dwelling,2
14-08-2021,Dwelling,1
14-08-2021,Other Residential,1
14-08-2021,Dwelling,2
14-08-2021,Outdoor,1
14-08-2021,Dwelling,1
14-08-2021,Non Residential,1
14-08-2021,Dwelling,1
14-08-2021,Dwelling,1
14-08-2021,Dwelling,1
14-08-2021,Outdoor,1
14-08-2021,Dwelling,1
14-08-2021,Non Residential,1
14-08-2021,Dwelling,2
14-08-2021,Dwelling,2
14-08-2021,Non Residential,1
14-08-2021,Dwelling,2
14-08-2021,Other Residential,2
14-08-2021,Dwelling,1
14-08-2021,Dwelling,1
14-08-2021,Other Residential,1
14-08-2021,Dwelling,1
14-08-2021,Non Residential,1
14-08-2021,Outdoor,1
14-08-2021,Outdoor,1
14-08-2021,Dwelling,3
14-08-2021,Other Residential,2
14-08-2021,Dwelling,2
14-08-2021,Other Residential,5
14-08-2021,Dwelling,1
14-08-2021,Dwelling,1
14-08-2021,Road Vehicle,2
14-08-2021,Non Residential,1
14-08-2021,Dwelling,2
14-08-2021,Non Residential,1
14-08-2021,Non Residential,1
14-08-2021,Dwelling,2
14-08-2021,Dwelling,2
14-08-2021,Dwelling,1
14-08-2021,Dwelling,1
14-08-2021,Other Residential,5
14-08-2021,Outdoor,1
14-08-2021,Non Residential,1
14-08-2021,Dwelling,1
14-08-2021,Outdoor,2
14-08-2021,Dwelling,1
14-08-2021,Non Residential,2
14-08-2021,Dwelling,1
14-08-2021,Outdoor,2
14-08-2021,Dwelling,1
14-08-2021,Dwelling,2
14-08-2021,Other Residential,3
14-08-2021,Dwelling,1
14-08-2021,Dwelling,5
14-08-2021,Road Vehicle,2
14-08-2021,Outdoor,1
14-08-2021,Dwelling,1
14-08-2021,Non Residential,1
14-08-2021,Dwelling,2
14-08-2021,Dwelling,1
14-08-2021,Outdoor,1
14-08-2021,Outdoor,1
14-08-2021,Road Vehicle,1
14-08-2021,Dwelling,1
14-08-2021,Road Vehicle,1
14-08-2021,Dwelling,1
14-08-2021,Non Residential,1
14-08-2021,Non Residential,1
14-08-2021,Dwelling,1
14-08-2021,Dwelling,2
14-08-2021,Dwelling,2
14-08-2021,Dwelling,1
14-08-2021,Dwelling,1
14-08-2021,Outdoor,1
14-08-2021,Dwelling,2
14-08-2021,Outdoor,1
14-08-2021,Dwelling,2
14-08-2021,Non Residential,1
14-08-2021,Non Residential,1
14-08-2021,Dwelling,2
14-08-2021,Dwelling,1
14-08-2021,Dwelling,1
14-08-2021,Dwelling,2
14-08-2021,Road Vehicle,2
14-08-2021,Dwelling,1
14-08-2021,Road Vehicle,1
14-08-2021,Dwelling,1
14-08-2021,Road Vehicle,1
14-08-2021,Outdoor,2
14-08-2021,Non Residential,1
14-08-2021,Dwelling,1
14-08-2021,Non Residential,1
14-08-2021,Dwelling,1
14-08-2021,Non Residential,1
14-08-2021,Dwelling,2
14-08-2021,Road Vehicle,1
14-08-2021,Dwelling,5
14-08-2021,Outdoor,1
14-08-2021,Non Residential,1
14-08-2021,Dwelling,2
14-08-2021,Dwelling,1
14-08-2021,Non Residential,1
14-08-2021,Outdoor,2
14-08-2021,Dwelling,1
14-08-2021,Dwelling,1
14-08-2021,Road Vehicle,1
14-08-2021,Dwelling,1
14-08-2021,Dwelling,5
14-08-2021,Non Residential,1
14-08-2021,Other Residential,2
14-08-2021,Dwelling,1
14-08-2021,Dwelling,4
14-08-2021,Non Residential,1
14-08-2021,Outdoor,1
14-08-2021,Dwelling,1
14-08-2021,Dwelling,1
14-08-2021,Dwelling,1
14-08-2021,Dwelling,2
14-08-2021,Dwelling,2
14-08-2021,Outdoor,1
14-08-2021,Non Residential,1
14-08-2021,Outdoor,1
14-08-2021,Outdoor,1
14-08-2021,Dwelling,1
14-08-2021,Dwelling,1
14-08-2021,Non Residential,1
14-08-2021,Dwelling,1
14-08-2021,Dwelling,1
14-08-2021,Non Residential,1
14-08-2021,Non Residential,1
14-08-2021,Road Vehicle,1
14-08-2021,Dwelling,1
14-08-2021,Dwelling,2
14-08-2021,Dwelling,1
14-08-2021,Dwelling,2
14-08-2021,Dwelling,1
14-08-2021,Dwelling,1
14-08-2021,Dwelling,1
14-08-2021,Dwelling,1
14-08-2021,Dwelling,1
14-08-2021,Dwelling,1
14-08-2021,Dwelling,5
14-08-2021,Dwelling,1
14-08-2021,Dwelling,1
14-08-2021,Dwelling,1
14-08-2021,Dwelling,1
14-08-2021,Dwelling,2
14-08-2021,Dwelling,5
14-08-2021,Outdoor,1
14-08-2021,Dwelling,1
14-08-2021,Dwelling,2
14-08-2021,Outdoor,1
14-08-2021,Dwelling,1
14-08-2021,Non Residential,1
14-08-2021,Dwelling,2
14-08-2021,Outdoor,2
14-08-2021,Outdoor,1
14-08-2021,Dwelling,2
14-08-2021,Outdoor,1
14-08-2021,Dwelling,2
14-08-2021,Dwelling,1
14-08-2021,Dwelling,2
14-08-2021,Outdoor,1
14-08-2021,Dwelling,2
14-08-2021,Road Vehicle,2
14-08-2021,Other Residential,1
14-08-2021,Non Residential,1
14-08-2021,Dwelling,1
14-08-2021,Road Vehicle,1
14-08-2021,Dwelling,1
14-08-2021,Dwelling,5
14-08-2021,Dwelling,1
14-08-2021,Outdoor,1
14-08-2021,Dwelling,2
14-08-2021,Dwelling,5
14-08-2021,Other Residential,1
14-08-2021,Dwelling,1
14-08-2021,Outdoor Structure,1
14-08-2021,Dwelling,1
14-08-2021,Dwelling,1
14-08-2021,Rail Vehicle,2
14-08-2021,Dwelling,2
14-08-2021,Dwelling,0
14-08-2021,Dwelling,2
14-08-2021,Other Residential,1
14-08-2021,Non Residential,2
14-08-2021,Dwelling,1
14-08-2021,Non Residential,1
14-08-2021,Dwelling,1
14-08-2021,Dwelling,3
14-08-2021,Dwelling,2
14-08-2021,Non Residential,1
14-08-2021,Road Vehicle,4
14-08-2021,Dwelling,1
14-08-2021,Non Residential,1
14-08-2021,Other Residential,2
14-08-2021,Outdoor Structure,1
14-08-2021,Dwelling,1
14-08-2021,Non Residential,1
14-08-2021,Outdoor,1
14-08-2021,Dwelling,1
14-08-2021,Dwelling,5
14-08-2021,Non Residential,2
14-08-2021,Dwelling,1
14-08-2021,Road Vehicle,1
14-08-2021,Dwelling,1
14-08-2021,Dwelling,2
14-08-2021,Road Vehicle,1
14-08-2021,Dwelling,1
14-08-2021,Outdoor,1
14-08-2021,Dwelling,5
14-08-2021,Outdoor,1
14-08-2021,Other Residential,3
14-08-2021,Dwelling,2
14-08-2021,Road Vehicle,1
14-08-2021,Dwelling,1
14-08-2021,Non Residential,1
14-08-2021,Dwelling,1
14-08-2021,Dwelling,2
15-08-2021,Dwelling,1
15-08-2021,Dwelling,1
15-08-2021,Outdoor,1
15-08-2021,Dwelling,1
15-08-2021,Road Vehicle,1
15-08-2021,Dwelling,1
15-08-2021,Other Residential,2
15-08-2021,Non Residential,5
15-08-2021,Non Residential,1
15-08-2021,Dwelling,1
15-08-2021,Dwelling,1
15-08-2021,Dwelling,1
15-08-2021,Road Vehicle,1
15-08-2021,Dwelling,1
15-08-2021,Non Residential,1
15-08-2021,Dwelling,2
15-08-2021,Dwelling,1
15-08-2021,Dwelling,2
15-08-2021,Dwelling,3
15-08-2021,Dwelling,1
15-08-2021,Road Vehicle,2
15-08-2021,Dwelling,5
15-08-2021,Dwelling,1
15-08-2021,Dwelling,1
15-08-2021,Non Residential,1
15-08-2021,Road Vehicle,1
15-08-2021,Outdoor Structure,1
15-08-2021,Road Vehicle,1
15-08-2021,Other Residential,2
15-08-2021,Non Residential,1
15-08-2021,Dwelling,1
15-08-2021,Dwelling,1
15-08-2021,Dwelling,1
15-08-2021,Dwelling,1
15-08-2021,Other Residential,2
15-08-2021,Outdoor Structure,0
15-08-2021,Dwelling,1
15-08-2021,Non Residential,1
15-08-2021,Road Vehicle,1
15-08-2021,Dwelling,1
15-08-2021,Dwelling,1
15-08-2021,Other Residential,2
15-08-2021,Road Vehicle,1
15-08-2021,Dwelling,1
15-08-2021,Dwelling,1
15-08-2021,Outdoor,1
15-08-2021,Other Residential,2
15-08-2021,Dwelling,2
15-08-2021,Non Residential,1
15-08-2021,Outdoor,1
15-08-2021,Dwelling,1
15-08-2021,Outdoor,1
15-08-2021,Dwelling,2
15-08-2021,Outdoor Structure,1
15-08-2021,Road Vehicle,2
15-08-2021,Dwelling,1
15-08-2021,Road Vehicle,1
15-08-2021,Other Residential,1
15-08-2021,Other Residential,2
15-08-2021,Other Residential,1
15-08-2021,Dwelling,1
15-08-2021,Non Residential,1
15-08-2021,Dwelling,1
15-08-2021,Outdoor,1
15-08-2021,Dwelling,1
15-08-2021,Dwelling,2
15-08-2021,Dwelling,1
15-08-2021,Non Residential,1
15-08-2021,Non Residential,1
15-08-2021,Other Residential,1
15-08-2021,Dwelling,3
15-08-2021,Dwelling,1
15-08-2021,Non Residential,1
15-08-2021,Non Residential,1
15-08-2021,Dwelling,1
15-08-2021,Non Residential,1
15-08-2021,Non Residential,1
15-08-2021,Dwelling,1
15-08-2021,Non Residential,1
15-08-2021,Dwelling,2
15-08-2021,Dwelling,2
15-08-2021,Dwelling,1
15-08-2021,Dwelling,1
15-08-2021,Dwelling,2
15-08-2021,Non Residential,1
15-08-2021,Dwelling,1
15-08-2021,Other Residential,2
15-08-2021,Dwelling,1
15-08-2021,Road Vehicle,1
15-08-2021,Dwelling,1
15-08-2021,Dwelling,2
15-08-2021,Dwelling,1
15-08-2021,Dwelling,1
15-08-2021,Non Residential,1
15-08-2021,Dwelling,1
15-08-2021,Dwelling,2
15-08-2021,Other Residential,2
15-08-2021,Dwelling,3
15-08-2021,Dwelling,2
15-08-2021,Dwelling,1
15-08-2021,Non Residential,1
15-08-2021,Dwelling,1
15-08-2021,Other Residential,5
15-08-2021,Non Residential,2
15-08-2021,Dwelling,1
15-08-2021,Non Residential,1
15-08-2021,Outdoor,1
15-08-2021,Dwelling,1
15-08-2021,Dwelling,2
15-08-2021,Other Residential,1
15-08-2021,Road Vehicle,1
15-08-2021,Non Residential,1
15-08-2021,Non Residential,1
15-08-2021,Other Residential,1
15-08-2021,Dwelling,1
15-08-2021,Dwelling,1
15-08-2021,Non Residential,1
15-08-2021,Dwelling,4
15-08-2021,Dwelling,2
15-08-2021,Dwelling,2
15-08-2021,Non Residential,1
15-08-2021,Dwelling,3
15-08-2021,Dwelling,0
15-08-2021,Dwelling,5
15-08-2021,Dwelling,1
15-08-2021,Dwelling,1
15-08-2021,Dwelling,2
15-08-2021,Dwelling,1
15-08-2021,Dwelling,2
15-08-2021,Dwelling,1
15-08-2021,Dwelling,1
15-08-2021,Dwelling,1
15-08-2021,Dwelling,1
15-08-2021,Dwelling,2
15-08-2021,Dwelling,1
15-08-2021,Non Residential,1
15-08-2021,Dwelling,2
15-08-2021,Dwelling,1
15-08-2021,Dwelling,1
15-08-2021,Dwelling,1
15-08-2021,Other Residential,2
15-08-2021,Non Residential,1
15-08-2021,Dwelling,1
15-08-2021,Dwelling,1
15-08-2021,Dwelling,2
15-08-2021,Dwelling,2
15-08-2021,Outdoor,2
15-08-2021,Dwelling,1
15-08-2021,Road Vehicle,1
15-08-2021,Dwelling,2
15-08-2021,Dwelling,1
15-08-2021,Dwelling,2
15-08-2021,Outdoor Structure,1
15-08-2021,Dwelling,4
15-08-2021,Dwelling,1
15-08-2021,Dwelling,2
15-08-2021,Dwelling,1
15-08-2021,Non Residential,1
15-08-2021,Dwelling,5
15-08-2021,Non Residential,1
15-08-2021,Non Residential,1
15-08-2021,Dwelling,1
15-08-2021,Dwelling,3
15-08-2021,Outdoor,2
15-08-2021,Dwelling,2
15-08-2021,Dwelling,5
15-08-2021,Outdoor,1
15-08-2021,Road Vehicle,1
15-08-2021,Dwelling,1
15-08-2021,Dwelling,1
15-08-2021,Non Residential,1
15-08-2021,Non Residential,1
15-08-2021,Outdoor,1
15-08-2021,Dwelling,1
15-08-2021,Non Residential,1
15-08-2021,Dwelling,1
15-08-2021,Dwelling,1
15-08-2021,Outdoor Structure,1
15-08-2021,Dwelling,1
15-08-2021,Other Residential,2
15-08-2021,Dwelling,2
15-08-2021,Dwelling,1
15-08-2021,Dwelling,3
15-08-2021,Dwelling,1
15-08-2021,Dwelling,2
15-08-2021,Dwelling,2
15-08-2021,Non Residential,3
15-08-2021,Dwelling,1
15-08-2021,Non Residential,3
15-08-2021,Outdoor Structure,1
15-08-2021,Dwelling,2
15-08-2021,Other Residential,1
15-08-2021,Non Residential,1
15-08-2021,Outdoor Structure,1
15-08-2021,Dwelling,1
15-08-2021,Other Residential,2
15-08-2021,Outdoor Structure,1
15-08-2021,Road Vehicle,1
15-08-2021,Dwelling,1
15-08-2021,Other Residential,2
15-08-2021,Outdoor,2
15-08-2021,Non Residential,1
15-08-2021,Road Vehicle,1
15-08-2021,Dwelling,2
15-08-2021,Dwelling,2
15-08-2021,Other Residential,2
15-08-2021,Other Residential,1
15-08-2021,Dwelling,1
15-08-2021,Road Vehicle,1
15-08-2021,Dwelling,1
15-08-2021,Dwelling,2
15-08-2021,Non Residential,1
15-08-2021,Non Residential,1
15-08-2021,Non Residential,1
15-08-2021,Dwelling,2
15-08-2021,Dwelling,2
15-08-2021,Outdoor,1
15-08-2021,Non Residential,2
15-08-2021,Dwelling,3
15-08-2021,Dwelling,2
15-08-2021,Outdoor,1
15-08-2021,Non Residential,1
15-08-2021,Outdoor,1
15-08-2021,Non Residential,1
15-08-2021,Dwelling,1
15-08-2021,Dwelling,1
15-08-2021,Dwelling,1
15-08-2021,Outdoor Structure,1
15-08-2021,Dwelling,2
15-08-2021,Outdoor Structure,1
15-08-2021,Other Residential,1
15-08-2021,Non Residential,1
15-08-2021,Dwelling,2
15-08-2021,Dwelling,4
15-08-2021,Outdoor Structure,1
15-08-2021,Dwelling,1
15-08-2021,Other Residential,1
15-08-2021,Dwelling,1
15-08-2021,Outdoor,1
15-08-2021,Dwelling,1
15-08-2021,Dwelling,3
15-08-2021,Road Vehicle,1
15-08-2021,Dwelling,2
15-08-2021,Outdoor Structure,1
15-08-2021,Dwelling,1
15-08-2021,Dwelling,1
15-08-2021,Dwelling,1
15-08-2021,Other Residential,2
15-08-2021,Dwelling,1
15-08-2021,Outdoor,1
15-08-2021,Outdoor,1
15-08-2021,Dwelling,2
15-08-2021,Outdoor,2
15-08-2021,Outdoor,1
15-08-2021,Dwelling,5
15-08-2021,Dwelling,1
15-08-2021,Dwelling,5
15-08-2021,Outdoor,1
15-08-2021,Dwelling,1
15-08-2021,Outdoor,1
15-08-2021,Outdoor,1
15-08-2021,Dwelling,1
15-08-2021,Dwelling,1
15-08-2021,Other Residential,1
15-08-2021,Outdoor,1
15-08-2021,Non Residential,1
15-08-2021,Outdoor,1
15-08-2021,Dwelling,2
15-08-2021,Dwelling,2
15-08-2021,Dwelling,2
15-08-2021,Non Residential,0
15-08-2021,Outdoor Structure,2
15-08-2021,Dwelling,2
15-08-2021,Dwelling,2
15-08-2021,Dwelling,2
15-08-2021,Dwelling,1
15-08-2021,Dwelling,5
15-08-2021,Dwelling,1
15-08-2021,Dwelling,2
15-08-2021,Dwelling,1
15-08-2021,Dwelling,1
15-08-2021,Dwelling,1
15-08-2021,Dwelling,2
15-08-2021,Non Residential,1
15-08-2021,Outdoor,1
15-08-2021,Road Vehicle,1
15-08-2021,Dwelling,1
15-08-2021,Dwelling,5
15-08-2021,Outdoor Structure,1
15-08-2021,Road Vehicle,2
15-08-2021,Outdoor,1
15-08-2021,Dwelling,2
15-08-2021,Dwelling,2
15-08-2021,Outdoor,1
15-08-2021,Dwelling,5
15-08-2021,Other Residential,1
15-08-2021,Dwelling,2
15-08-2021,Outdoor,3
15-08-2021,Dwelling,1
15-08-2021,Dwelling,4
15-08-2021,Dwelling,1
15-08-2021,Outdoor,2
15-08-2021,Outdoor,1
15-08-2021,Dwelling,2
15-08-2021,Dwelling,2
15-08-2021,Dwelling,2
15-08-2021,Dwelling,1
15-08-2021,Dwelling,1
15-08-2021,Dwelling,5
15-08-2021,Outdoor,1
15-08-2021,Dwelling,1
15-08-2021,Dwelling,2
15-08-2021,Dwelling,2
15-08-2021,Other Residential,1
15-08-2021,Dwelling,2
15-08-2021,Outdoor Structure,1
15-08-2021,Dwelling,1
15-08-2021,Outdoor Structure,1
15-08-2021,Non Residential,1
15-08-2021,Road Vehicle,1
15-08-2021,Dwelling,2
15-08-2021,Non Residential,1
15-08-2021,Dwelling,1
15-08-2021,Dwelling,2
16-08-2021,Dwelling,1
16-08-2021,Dwelling,2
16-08-2021,Dwelling,2
16-08-2021,Dwelling,2
16-08-2021,Dwelling,1
16-08-2021,Dwelling,3
16-08-2021,Dwelling,2
16-08-2021,Dwelling,2
16-08-2021,Dwelling,2
16-08-2021,Non Residential,1
16-08-2021,Other Residential,1
16-08-2021,Non Residential,1
16-08-2021,Dwelling,1
16-08-2021,Dwelling,1
16-08-2021,Road Vehicle,2
16-08-2021,Dwelling,5
16-08-2021,Other Residential,1
16-08-2021,Road Vehicle,1
16-08-2021,Dwelling,1
16-08-2021,Non Residential,2
16-08-2021,Dwelling,1
16-08-2021,Dwelling,1
16-08-2021,Non Residential,2
16-08-2021,Non Residential,2
16-08-2021,Dwelling,5
16-08-2021,Dwelling,1
16-08-2021,Non Residential,1
16-08-2021,Dwelling,5
16-08-2021,Dwelling,1
16-08-2021,Other Residential,2
16-08-2021,Other Residential,1
16-08-2021,Other Residential,1
16-08-2021,Outdoor Structure,1
16-08-2021,Non Residential,1
16-08-2021,Other Residential,1
16-08-2021,Dwelling,1
16-08-2021,Dwelling,1
16-08-2021,Dwelling,2
16-08-2021,Dwelling,1
16-08-2021,Road Vehicle,2
16-08-2021,Dwelling,2
16-08-2021,Non Residential,1
16-08-2021,Dwelling,1
16-08-2021,Non Residential,1
16-08-2021,Non Residential,1
16-08-2021,Road Vehicle,1
16-08-2021,Dwelling,2
16-08-2021,Dwelling,2
16-08-2021,Dwelling,1
16-08-2021,Outdoor,1
16-08-2021,Outdoor,1
16-08-2021,Non Residential,1
16-08-2021,Non Residential,1
16-08-2021,Non Residential,1
16-08-2021,Dwelling,2
16-08-2021,Dwelling,1
16-08-2021,Non Residential,2
16-08-2021,Non Residential,2
16-08-2021,Outdoor,2
16-08-2021,Non Residential,1
16-08-2021,Dwelling,1
16-08-2021,Non Residential,1
16-08-2021,Non Residential,2
16-08-2021,Dwelling,2
16-08-2021,Other Residential,1
16-08-2021,Non Residential,1
16-08-2021,Other Residential,2
16-08-2021,Dwelling,2
16-08-2021,Non Residential,1
16-08-2021,Other Residential,1
16-08-2021,Non Residential,1
16-08-2021,Outdoor Structure,1
16-08-2021,Non Residential,1
16-08-2021,Dwelling,2
16-08-2021,Dwelling,1
16-08-2021,Non Residential,1
16-08-2021,Non Residential,1
16-08-2021,Outdoor,1
16-08-2021,Other Residential,2
16-08-2021,Dwelling,2
16-08-2021,Dwelling,1
16-08-2021,Dwelling,2
16-08-2021,Dwelling,2
16-08-2021,Dwelling,1
16-08-2021,Non Residential,1
16-08-2021,Dwelling,2
16-08-2021,Other Residential,2
16-08-2021,Non Residential,1
16-08-2021,Dwelling,1
16-08-2021,Non Residential,1
16-08-2021,Dwelling,1
16-08-2021,Dwelling,1
16-08-2021,Other Residential,2
16-08-2021,Dwelling,1
16-08-2021,Dwelling,1
16-08-2021,Dwelling,5
16-08-2021,Dwelling,2
16-08-2021,Dwelling,2
16-08-2021,Non Residential,1
16-08-2021,Dwelling,1
16-08-2021,Non Residential,1
16-08-2021,Dwelling,1
16-08-2021,Dwelling,1
16-08-2021,Road Vehicle,1
16-08-2021,Road Vehicle,1
16-08-2021,Dwelling,2
16-08-2021,Dwelling,1
16-08-2021,Dwelling,2
16-08-2021,Non Residential,1
16-08-2021,Dwelling,1
16-08-2021,Dwelling,2
16-08-2021,Dwelling,1
16-08-2021,Dwelling,1
16-08-2021,Dwelling,1
16-08-2021,Non Residential,1
16-08-2021,Outdoor,1
16-08-2021,Road Vehicle,1
16-08-2021,Dwelling,1
16-08-2021,Non Residential,1
16-08-2021,Dwelling,1
16-08-2021,Dwelling,2
16-08-2021,Dwelling,1
16-08-2021,Non Residential,2
16-08-2021,Outdoor,2
16-08-2021,Non Residential,1
16-08-2021,Outdoor,1
16-08-2021,Non Residential,1
16-08-2021,Dwelling,1
16-08-2021,Non Residential,2
16-08-2021,Dwelling,1
16-08-2021,Dwelling,2
16-08-2021,Dwelling,2
16-08-2021,Outdoor,1
16-08-2021,Non Residential,1
16-08-2021,Outdoor,1
16-08-2021,Dwelling,2
16-08-2021,Dwelling,2
16-08-2021,Outdoor,0
16-08-2021,Dwelling,2
16-08-2021,Dwelling,2
16-08-2021,Outdoor,1
16-08-2021,Non Residential,1
16-08-2021,Dwelling,2
16-08-2021,Non Residential,1
16-08-2021,Dwelling,1
16-08-2021,Dwelling,1
16-08-2021,Dwelling,1
16-08-2021,Road Vehicle,1
16-08-2021,Dwelling,2
16-08-2021,Non Residential,1
16-08-2021,Dwelling,5
16-08-2021,Outdoor,2
16-08-2021,Dwelling,2
16-08-2021,Other Residential,2
16-08-2021,Dwelling,2
16-08-2021,Dwelling,2
16-08-2021,Dwelling,2
16-08-2021,Non Residential,1
16-08-2021,Non Residential,1
16-08-2021,Dwelling,1
16-08-2021,Dwelling,2
16-08-2021,Outdoor,1
16-08-2021,Dwelling,1
16-08-2021,Dwelling,0
16-08-2021,Non Residential,1
16-08-2021,Non Residential,1
16-08-2021,Dwelling,1
16-08-2021,Dwelling,1
16-08-2021,Non Residential,2
16-08-2021,Non Residential,1
16-08-2021,Dwelling,1
16-08-2021,Dwelling,2
16-08-2021,Road Vehicle,1
16-08-2021,Other Residential,1
16-08-2021,Dwelling,2
16-08-2021,Dwelling,1
16-08-2021,Road Vehicle,1
16-08-2021,Non Residential,1
16-08-2021,Road Vehicle,1
16-08-2021,Road Vehicle,1
16-08-2021,Outdoor,1
16-08-2021,Road Vehicle,2
16-08-2021,Dwelling,2
16-08-2021,Outdoor Structure,1
16-08-2021,Dwelling,2
16-08-2021,Road Vehicle,2
16-08-2021,Road Vehicle,1
16-08-2021,Dwelling,1
16-08-2021,Non Residential,1
16-08-2021,Dwelling,1
16-08-2021,Dwelling,1
16-08-2021,Other Residential,2
16-08-2021,Non Residential,0
16-08-2021,Dwelling,1
16-08-2021,Dwelling,2
16-08-2021,Dwelling,2
16-08-2021,Dwelling,1
16-08-2021,Outdoor Structure,1
16-08-2021,Outdoor Structure,1
16-08-2021,Dwelling,2
16-08-2021,Non Residential,1
16-08-2021,Dwelling,1
16-08-2021,Outdoor,1
16-08-2021,Dwelling,1
16-08-2021,Other Residential,3
16-08-2021,Dwelling,1
16-08-2021,Dwelling,2
16-08-2021,Road Vehicle,2
16-08-2021,Outdoor,1
16-08-2021,Dwelling,1
16-08-2021,Dwelling,2
16-08-2021,Outdoor Structure,1
16-08-2021,Outdoor Structure,1
16-08-2021,Dwelling,2
16-08-2021,Dwelling,1
16-08-2021,Dwelling,1
16-08-2021,Dwelling,2
16-08-2021,Dwelling,1
16-08-2021,Dwelling,2
16-08-2021,Road Vehicle,2
16-08-2021,Dwelling,1
16-08-2021,Dwelling,1
16-08-2021,Dwelling,5
16-08-2021,Dwelling,1
16-08-2021,Road Vehicle,2
16-08-2021,Dwelling,1
16-08-2021,Non Residential,1
16-08-2021,Dwelling,2
16-08-2021,Dwelling,5
16-08-2021,Dwelling,1
16-08-2021,Dwelling,2
16-08-2021,Non Residential,1
16-08-2021,Dwelling,5
16-08-2021,Dwelling,3
16-08-2021,Dwelling,1
