DateOfCall,PropertyCategory,NumPumpsAttending
14-05-2021,Dwelling,2
14-05-2021,Non Residential,1
14-05-2021,Outdoor,1
14-05-2021,Dwelling,1
14-05-2021,Other Residential,1
14-05-2021,Dwelling,2
14-05-2021,Dwelling,1
14-05-2021,Road Vehicle,1
14-05-2021,Dwelling,1
14-05-2021,Dwelling,1
14-05-2021,Dwelling,1
14-05-2021,Dwelling,1
14-05-2021,Other Residential,2
14-05-2021,Dwelling,1
15-05-2021,Dwelling,2
15-05-2021,Dwelling,1
15-05-2021,Dwelling,1
15-05-2021,Dwelling,2
15-05-2021,Dwelling,2
15-05-2021,Outdoor,0
15-05-2021,Dwelling,1
15-05-2021,Dwelling,0
15-05-2021,Other Residential,5
15-05-2021,Dwelling,5
15-05-2021,Dwelling,1
15-05-2021,Dwelling,1
15-05-2021,Dwelling,1
15-05-2021,Dwelling,2
15-05-2021,Road Vehicle,2
15-05-2021,Dwelling,1
15-05-2021,Road Vehicle,1
15-05-2021,Dwelling,1
15-05-2021,Dwelling,2
15-05-2021,Dwelling,1
15-05-2021,Dwelling,1
15-05-2021,Dwelling,4
15-05-2021,Road Vehicle,8
15-05-2021,Dwelling,2
15-05-2021,Dwelling,2
15-05-2021,Dwelling,2
15-05-2021,Outdoor Structure,1
15-05-2021,Dwelling,1
15-05-2021,Dwelling,1
15-05-2021,Dwelling,1
15-05-2021,Non Residential,4
15-05-2021,Dwelling,1
15-05-2021,Outdoor,2
15-05-2021,Dwelling,1
15-05-2021,Non Residential,2
15-05-2021,Dwelling,3
15-05-2021,Non Residential,1
15-05-2021,Non Residential,1
15-05-2021,Non Residential,1
15-05-2021,Dwelling,1
15-05-2021,Dwelling,1
15-05-2021,Dwelling,5
15-05-2021,Dwelling,2
15-05-2021,Outdoor Structure,2
15-05-2021,Dwelling,2
15-05-2021,Dwelling,1
15-05-2021,Outdoor,1
15-05-2021,Dwelling,5
15-05-2021,Non Residential,1
15-05-2021,Dwelling,2
15-05-2021,Non Residential,2
15-05-2021,Dwelling,1
15-05-2021,Non Residential,1
15-05-2021,Non Residential,1
15-05-2021,Non Residential,1
15-05-2021,Non Residential,1
15-05-2021,Dwelling,1
15-05-2021,Non Residential,1
15-05-2021,Dwelling,1
15-05-2021,Dwelling,1
15-05-2021,Other Residential,2
15-05-2021,Dwelling,1
15-05-2021,Non Residential,2
15-05-2021,Road Vehicle,1
15-05-2021,Dwelling,1
15-05-2021,Non Residential,0
15-05-2021,Other Residential,2
15-05-2021,Non Residential,1
15-05-2021,Outdoor,1
15-05-2021,Other Residential,2
15-05-2021,Non Residential,2
15-05-2021,Dwelling,2
15-05-2021,Dwelling,1
15-05-2021,Dwelling,2
15-05-2021,Other Residential,2
15-05-2021,Road Vehicle,2
15-05-2021,Non Residential,1
15-05-2021,Non Residential,1
15-05-2021,Non Residential,1
15-05-2021,Dwelling,5
15-05-2021,Dwelling,2
15-05-2021,Non Residential,1
15-05-2021,Non Residential,1
15-05-2021,Dwelling,1
15-05-2021,Non Residential,1
15-05-2021,Dwelling,2
15-05-2021,Dwelling,2
15-05-2021,Non Residential,1
15-05-2021,Dwelling,2
15-05-2021,Dwelling,1
15-05-2021,Dwelling,1
15-05-2021,Dwelling,1
15-05-2021,Dwelling,2
15-05-2021,Non Residential,1
15-05-2021,Dwelling,2
15-05-2021,Dwelling,2
15-05-2021,Other Residential,1
15-05-2021,Dwelling,3
15-05-2021,Dwelling,1
15-05-2021,Dwelling,1
15-05-2021,Dwelling,1
15-05-2021,Non Residential,1
15-05-2021,Road Vehicle,2
15-05-2021,Dwelling,1
15-05-2021,Dwelling,2
15-05-2021,Other Residential,2
15-05-2021,Non Residential,1
15-05-2021,Non Residential,1
15-05-2021,Dwelling,1
15-05-2021,Dwelling,1
15-05-2021,Dwelling,2
15-05-2021,Other Residential,5
15-05-2021,Dwelling,1
15-05-2021,Outdoor,1
15-05-2021,Dwelling,5
15-05-2021,Dwelling,1
15-05-2021,Road Vehicle,1
15-05-2021,Dwelling,1
15-05-2021,Road Vehicle,2
15-05-2021,Dwelling,2
15-05-2021,Dwelling,1
15-05-2021,Road Vehicle,1
15-05-2021,Dwelling,2
15-05-2021,Dwelling,2
15-05-2021,Dwelling,5
15-05-2021,Dwelling,1
15-05-2021,Road Vehicle,1
15-05-2021,Dwelling,2
15-05-2021,Dwelling,1
15-05-2021,Dwelling,1
15-05-2021,Non Residential,2
15-05-2021,Dwelling,1
15-05-2021,Dwelling,2
15-05-2021,Road Vehicle,1
15-05-2021,Dwelling,1
15-05-2021,Dwelling,1
15-05-2021,Dwelling,2
15-05-2021,Dwelling,2
15-05-2021,Road Vehicle,1
15-05-2021,Outdoor,1
15-05-2021,Dwelling,2
15-05-2021,Other Residential,2
15-05-2021,Dwelling,1
15-05-2021,Dwelling,2
15-05-2021,Other Residential,0
15-05-2021,Dwelling,2
15-05-2021,Dwelling,1
15-05-2021,Dwelling,2
15-05-2021,Outdoor,0
15-05-2021,Dwelling,2
15-05-2021,Dwelling,2
15-05-2021,Dwelling,5
15-05-2021,Non Residential,1
15-05-2021,Dwelling,1
15-05-2021,Dwelling,2
15-05-2021,Non Residential,2
15-05-2021,Dwelling,4
15-05-2021,Dwelling,2
15-05-2021,Dwelling,2
15-05-2021,Road Vehicle,1
15-05-2021,Outdoor Structure,3
15-05-2021,Dwelling,5
15-05-2021,Other Residential,2
15-05-2021,Dwelling,2
15-05-2021,Dwelling,2
15-05-2021,Outdoor Structure,1
15-05-2021,Other Residential,2
15-05-2021,Dwelling,2
15-05-2021,Dwelling,1
15-05-2021,Outdoor,1
15-05-2021,Dwelling,1
15-05-2021,Dwelling,1
15-05-2021,Road Vehicle,2
15-05-2021,Dwelling,5
15-05-2021,Non Residential,1
15-05-2021,Dwelling,1
15-05-2021,Dwelling,2
15-05-2021,Outdoor,2
15-05-2021,Road Vehicle,1
15-05-2021,Road Vehicle,1
15-05-2021,Dwelling,2
15-05-2021,Dwelling,2
15-05-2021,Non Residential,1
15-05-2021,Dwelling,5
15-05-2021,Non Residential,1
15-05-2021,Dwelling,2
15-05-2021,Dwelling,1
15-05-2021,Non Residential,1
15-05-2021,Dwelling,2
15-05-2021,Other Residential,2
15-05-2021,Road Vehicle,1
15-05-2021,Dwelling,2
15-05-2021,Dwelling,1
15-05-2021,Dwelling,3
15-05-2021,Dwelling,2
15-05-2021,Other Residential,3
15-05-2021,Road Vehicle,2
15-05-2021,Non Residential,1
15-05-2021,Dwelling,2
15-05-2021,Dwelling,1
15-05-2021,Dwelling,3
15-05-2021,Dwelling,2
15-05-2021,Dwelling,2
15-05-2021,Non Residential,1
15-05-2021,Dwelling,2
15-05-2021,Dwelling,1
15-05-2021,Dwelling,2
15-05-2021,Dwelling,5
15-05-2021,Dwelling,2
15-05-2021,Dwelling,4
15-05-2021,Dwelling,2
15-05-2021,Dwelling,1
15-05-2021,Outdoor Structure,1
15-05-2021,Other Residential,2
15-05-2021,Non Residential,1
15-05-2021,Non Residential,1
15-05-2021,Dwelling,5
15-05-2021,Road Vehicle,1
15-05-2021,Dwelling,1
15-05-2021,Outdoor,2
15-05-2021,Dwelling,2
15-05-2021,Outdoor,1
15-05-2021,Dwelling,5
15-05-2021,Non Residential,2
15-05-2021,Road Vehicle,1
15-05-2021,Dwelling,1
15-05-2021,Dwelling,2
15-05-2021,Other Residential,1
15-05-2021,Dwelling,2
15-05-2021,Road Vehicle,1
15-05-2021,Dwelling,2
15-05-2021,Dwelling,1
15-05-2021,Dwelling,1
15-05-2021,Dwelling,2
15-05-2021,Dwelling,2
15-05-2021,Road Vehicle,2
15-05-2021,Road Vehicle,2
15-05-2021,Outdoor,2
15-05-2021,Dwelling,5
15-05-2021,Dwelling,1
15-05-2021,Dwelling,1
15-05-2021,Dwelling,1
15-05-2021,Outdoor Structure,5
15-05-2021,Non Residential,2
15-05-2021,Non Residential,1
15-05-2021,Dwelling,5
15-05-2021,Road Vehicle,0
15-05-2021,Dwelling,1
15-05-2021,Dwelling,2
15-05-2021,Dwelling,3
15-05-2021,Dwelling,1
15-05-2021,Other Residential,3
15-05-2021,Dwelling,5
15-05-2021,Dwelling,1
15-05-2021,Outdoor,2
15-05-2021,Dwelling,1
15-05-2021,Dwelling,1
15-05-2021,Non Residential,2
15-05-2021,Dwelling,1
15-05-2021,Dwelling,2
15-05-2021,Dwelling,2
15-05-2021,Dwelling,1
15-05-2021,Dwelling,1
15-05-2021,Road Vehicle,1
15-05-2021,Outdoor,1
15-05-2021,Dwelling,2
15-05-2021,Other Residential,2
15-05-2021,Dwelling,2
15-05-2021,Road Vehicle,1
15-05-2021,Dwelling,2
15-05-2021,Outdoor,1
15-05-2021,Dwelling,1
15-05-2021,Dwelling,1
15-05-2021,Dwelling,1
15-05-2021,Dwelling,1
15-05-2021,Dwelling,2
15-05-2021,Dwelling,2
15-05-2021,Dwelling,2
15-05-2021,Dwelling,2
15-05-2021,Dwelling,1
15-05-2021,Road Vehicle,2
15-05-2021,Road Vehicle,1
15-05-2021,Dwelling,2
15-05-2021,Road Vehicle,1
15-05-2021,Outdoor Structure,1
15-05-2021,Dwelling,5
15-05-2021,Non Residential,1
15-05-2021,Outdoor,2
15-05-2021,Dwelling,2
15-05-2021,Non Residential,1
15-05-2021,Outdoor,2
15-05-2021,Dwelling,2
15-05-2021,Dwelling,2
15-05-2021,Outdoor,1
15-05-2021,Dwelling,1
15-05-2021,Other Residential,2
15-05-2021,Dwelling,1
15-05-2021,Dwelling,1
15-05-2021,Road Vehicle,1
16-05-2021,Dwelling,1
16-05-2021,Dwelling,1
16-05-2021,Dwelling,2
16-05-2021,Dwelling,1
16-05-2021,Road Vehicle,1
16-05-2021,Dwelling,2
16-05-2021,Dwelling,3
16-05-2021,Dwelling,1
16-05-2021,Dwelling,2
16-05-2021,Dwelling,1
16-05-2021,Dwelling,2
16-05-2021,Dwelling,2
16-05-2021,Dwelling,1
16-05-2021,Dwelling,2
16-05-2021,Dwelling,2
16-05-2021,Dwelling,2
16-05-2021,Dwelling,2
16-05-2021,Dwelling,1
16-05-2021,Non Residential,3
16-05-2021,Dwelling,1
16-05-2021,Road Vehicle,1
16-05-2021,Road Vehicle,2
16-05-2021,Non Residential,1
16-05-2021,Dwelling,1
16-05-2021,Road Vehicle,1
16-05-2021,Dwelling,1
16-05-2021,Dwelling,1
16-05-2021,Other Residential,1
16-05-2021,Road Vehicle,1
16-05-2021,Dwelling,1
16-05-2021,Dwelling,1
16-05-2021,Dwelling,1
16-05-2021,Road Vehicle,2
16-05-2021,Outdoor Structure,2
16-05-2021,Non Residential,1
16-05-2021,Road Vehicle,1
16-05-2021,Dwelling,2
16-05-2021,Dwelling,5
16-05-2021,Dwelling,1
16-05-2021,Road Vehicle,2
16-05-2021,Dwelling,1
16-05-2021,Dwelling,0
16-05-2021,Dwelling,0
16-05-2021,Non Residential,1
16-05-2021,Dwelling,1
16-05-2021,Non Residential,1
16-05-2021,Dwelling,2
16-05-2021,Dwelling,2
16-05-2021,Other Residential,2
16-05-2021,Dwelling,2
16-05-2021,Dwelling,1
16-05-2021,Dwelling,2
16-05-2021,Dwelling,5
16-05-2021,Dwelling,1
16-05-2021,Dwelling,2
16-05-2021,Dwelling,2
16-05-2021,Non Residential,2
16-05-2021,Dwelling,2
16-05-2021,Outdoor Structure,5
16-05-2021,Non Residential,2
16-05-2021,Dwelling,2
16-05-2021,Dwelling,2
16-05-2021,Other Residential,2
16-05-2021,Non Residential,1
16-05-2021,Dwelling,2
16-05-2021,Non Residential,1
16-05-2021,Non Residential,1
16-05-2021,Non Residential,1
16-05-2021,Dwelling,1
16-05-2021,Dwelling,1
16-05-2021,Dwelling,1
16-05-2021,Dwelling,4
16-05-2021,Dwelling,2
16-05-2021,Other Residential,2
16-05-2021,Non Residential,1
16-05-2021,Road Vehicle,1
16-05-2021,Dwelling,1
16-05-2021,Other Residential,2
16-05-2021,Dwelling,1
16-05-2021,Dwelling,1
16-05-2021,Dwelling,4
16-05-2021,Dwelling,2
16-05-2021,Non Residential,2
16-05-2021,Other Residential,1
16-05-2021,Dwelling,5
16-05-2021,Road Vehicle,1
16-05-2021,Dwelling,5
16-05-2021,Dwelling,2
16-05-2021,Road Vehicle,2
16-05-2021,Other Residential,1
16-05-2021,Dwelling,2
16-05-2021,Road Vehicle,1
16-05-2021,Non Residential,2
16-05-2021,Non Residential,1
16-05-2021,Dwelling,5
16-05-2021,Other Residential,2
16-05-2021,Dwelling,2
16-05-2021,Dwelling,1
16-05-2021,Non Residential,1
16-05-2021,Dwelling,2
16-05-2021,Outdoor,1
16-05-2021,Non Residential,1
16-05-2021,Dwelling,1
16-05-2021,Dwelling,1
16-05-2021,Dwelling,2
16-05-2021,Dwelling,1
16-05-2021,Road Vehicle,1
16-05-2021,Road Vehicle,1
16-05-2021,Dwelling,2
16-05-2021,Road Vehicle,1
16-05-2021,Non Residential,1
16-05-2021,Outdoor Structure,1
16-05-2021,Dwelling,5
16-05-2021,Dwelling,1
16-05-2021,Dwelling,2
16-05-2021,Road Vehicle,1
16-05-2021,Dwelling,1
16-05-2021,Non Residential,1
16-05-2021,Dwelling,5
16-05-2021,Other Residential,2
16-05-2021,Non Residential,1
16-05-2021,Dwelling,3
16-05-2021,Dwelling,1
16-05-2021,Non Residential,1
16-05-2021,Non Residential,2
16-05-2021,Dwelling,2
16-05-2021,Dwelling,1
16-05-2021,Non Residential,1
16-05-2021,Dwelling,1
16-05-2021,Other Residential,2
16-05-2021,Dwelling,1
16-05-2021,Dwelling,2
16-05-2021,Dwelling,3
16-05-2021,Dwelling,2
16-05-2021,Road Vehicle,3
16-05-2021,Dwelling,1
16-05-2021,Dwelling,2
16-05-2021,Dwelling,2
16-05-2021,Dwelling,1
16-05-2021,Dwelling,4
16-05-2021,Dwelling,1
16-05-2021,Outdoor Structure,2
16-05-2021,Dwelling,3
16-05-2021,Dwelling,1
16-05-2021,Dwelling,4
16-05-2021,Non Residential,1
16-05-2021,Dwelling,2
16-05-2021,Dwelling,2
16-05-2021,Non Residential,1
16-05-2021,Dwelling,2
16-05-2021,Dwelling,1
16-05-2021,Dwelling,1
16-05-2021,Non Residential,1
16-05-2021,Outdoor,1
16-05-2021,Outdoor Structure,1
16-05-2021,Dwelling,2
16-05-2021,Dwelling,1
16-05-2021,Dwelling,2
16-05-2021,Dwelling,1
16-05-2021,Dwelling,1
16-05-2021,Non Residential,1
16-05-2021,Dwelling,1
16-05-2021,Dwelling,1
16-05-2021,Dwelling,2
16-05-2021,Dwelling,1
16-05-2021,Dwelling,1
16-05-2021,Dwelling,1
16-05-2021,Dwelling,1
16-05-2021,Outdoor Structure,1
16-05-2021,Non Residential,2
16-05-2021,Non Residential,1
16-05-2021,Outdoor Structure,2
16-05-2021,Dwelling,1
16-05-2021,Other Residential,2
16-05-2021,Dwelling,1
16-05-2021,Dwelling,1
16-05-2021,Dwelling,1
16-05-2021,Non Residential,1
16-05-2021,Road Vehicle,2
16-05-2021,Other Residential,1
16-05-2021,Road Vehicle,1
16-05-2021,Dwelling,2
16-05-2021,Road Vehicle,1
16-05-2021,Non Residential,3
16-05-2021,Dwelling,1
16-05-2021,Dwelling,1
16-05-2021,Other Residential,2
16-05-2021,Dwelling,1
16-05-2021,Outdoor Structure,1
16-05-2021,Outdoor,1
16-05-2021,Dwelling,1
16-05-2021,Dwelling,1
16-05-2021,Dwelling,2
16-05-2021,Dwelling,1
16-05-2021,Dwelling,1
16-05-2021,Road Vehicle,1
16-05-2021,Outdoor Structure,1
16-05-2021,Dwelling,1
16-05-2021,Dwelling,1
16-05-2021,Dwelling,2
16-05-2021,Dwelling,1
16-05-2021,Dwelling,1
16-05-2021,Dwelling,2
16-05-2021,Dwelling,3
16-05-2021,Dwelling,1
16-05-2021,Non Residential,2
16-05-2021,Dwelling,1
16-05-2021,Non Residential,1
16-05-2021,Dwelling,1
16-05-2021,Dwelling,1
16-05-2021,Road Vehicle,2
16-05-2021,Dwelling,1
16-05-2021,Dwelling,1
16-05-2021,Dwelling,1
16-05-2021,Dwelling,2
16-05-2021,Dwelling,2
16-05-2021,Non Residential,1
16-05-2021,Dwelling,1
16-05-2021,Dwelling,2
16-05-2021,Non Residential,1
16-05-2021,Dwelling,1
16-05-2021,Road Vehicle,2
16-05-2021,Outdoor Structure,1
16-05-2021,Non Residential,1
16-05-2021,Other Residential,2
16-05-2021,Dwelling,1
16-05-2021,Dwelling,1
16-05-2021,Dwelling,3
16-05-2021,Other Residential,1
16-05-2021,Dwelling,1
16-05-2021,Dwelling,2
16-05-2021,Dwelling,1
16-05-2021,Dwelling,1
16-05-2021,Dwelling,1
16-05-2021,Dwelling,1
16-05-2021,Road Vehicle,2
16-05-2021,Other Residential,2
16-05-2021,Non Residential,1
16-05-2021,Non Residential,1
16-05-2021,Non Residential,1
16-05-2021,Dwelling,1
16-05-2021,Dwelling,2
16-05-2021,Dwelling,2
16-05-2021,Outdoor,1
16-05-2021,Dwelling,1
16-05-2021,Dwelling,2
16-05-2021,Dwelling,1
16-05-2021,Dwelling,2
16-05-2021,Dwelling,1
16-05-2021,Dwelling,2
16-05-2021,Non Residential,1
16-05-2021,Non Residential,1
16-05-2021,Dwelling,2
16-05-2021,Non Residential,1
16-05-2021,Dwelling,1
16-05-2021,Dwelling,2
16-05-2021,Outdoor Structure,1
16-05-2021,Outdoor,2
16-05-2021,Other Residential,1
16-05-2021,Dwelling,2
16-05-2021,Non Residential,1
16-05-2021,Dwelling,1
16-05-2021,Dwelling,1
16-05-2021,Other Residential,5
16-05-2021,Dwelling,1
16-05-2021,Dwelling,1
16-05-2021,Dwelling,1
16-05-2021,Dwelling,1
16-05-2021,Non Residential,1
16-05-2021,Non Residential,1
16-05-2021,Non Residential,1
16-05-2021,Dwelling,1
16-05-2021,Dwelling,2
16-05-2021,Non Residential,1
17-05-2021,Other Residential,5
17-05-2021,Dwelling,2
17-05-2021,Dwelling,1
17-05-2021,Dwelling,2
17-05-2021,Dwelling,1
17-05-2021,Outdoor Structure,2
17-05-2021,Dwelling,0
17-05-2021,Non Residential,2
17-05-2021,Non Residential,1
17-05-2021,Dwelling,2
17-05-2021,Non Residential,1
17-05-2021,Dwelling,1
17-05-2021,Dwelling,1
17-05-2021,Outdoor,1
17-05-2021,Non Residential,1
17-05-2021,Outdoor,1
17-05-2021,Dwelling,1
17-05-2021,Dwelling,0
17-05-2021,Dwelling,2
17-05-2021,Dwelling,2
17-05-2021,Dwelling,1
17-05-2021,Dwelling,2
17-05-2021,Dwelling,2
17-05-2021,Dwelling,2
17-05-2021,Dwelling,1
17-05-2021,Dwelling,1
17-05-2021,Other Residential,2
17-05-2021,Dwelling,1
17-05-2021,Road Vehicle,1
17-05-2021,Non Residential,1
17-05-2021,Dwelling,1
17-05-2021,Non Residential,2
17-05-2021,Dwelling,1
17-05-2021,Dwelling,1
17-05-2021,Non Residential,1
17-05-2021,Other Residential,1
17-05-2021,Dwelling,2
17-05-2021,Non Residential,1
17-05-2021,Non Residential,1
17-05-2021,Dwelling,1
17-05-2021,Non Residential,1
17-05-2021,Dwelling,2
17-05-2021,Non Residential,1
17-05-2021,Non Residential,1
17-05-2021,Non Residential,1
17-05-2021,Dwelling,1
17-05-2021,Non Residential,1
17-05-2021,Dwelling,1
17-05-2021,Dwelling,2
17-05-2021,Other Residential,1
17-05-2021,Non Residential,1
17-05-2021,Outdoor,1
17-05-2021,Non Residential,1
17-05-2021,Dwelling,1
17-05-2021,Dwelling,2
17-05-2021,Road Vehicle,2
17-05-2021,Dwelling,1
17-05-2021,Dwelling,1
17-05-2021,Dwelling,1
17-05-2021,Non Residential,1
17-05-2021,Dwelling,2
17-05-2021,Dwelling,1
17-05-2021,Dwelling,1
17-05-2021,Dwelling,1
17-05-2021,Outdoor Structure,1
17-05-2021,Other Residential,2
17-05-2021,Dwelling,1
17-05-2021,Non Residential,1
17-05-2021,Dwelling,2
17-05-2021,Non Residential,1
17-05-2021,Non Residential,1
17-05-2021,Dwelling,1
17-05-2021,Dwelling,2
17-05-2021,Dwelling,1
17-05-2021,Non Residential,1
17-05-2021,Dwelling,1
17-05-2021,Dwelling,2
17-05-2021,Outdoor,1
17-05-2021,Dwelling,2
17-05-2021,Non Residential,2
17-05-2021,Non Residential,1
17-05-2021,Dwelling,5
17-05-2021,Non Residential,1
17-05-2021,Outdoor,1
17-05-2021,Non Residential,1
17-05-2021,Other Residential,2
17-05-2021,Non Residential,1
17-05-2021,Outdoor Structure,1
17-05-2021,Dwelling,5
17-05-2021,Dwelling,4
17-05-2021,Non Residential,1
17-05-2021,Dwelling,5
17-05-2021,Non Residential,3
17-05-2021,Non Residential,1
17-05-2021,Dwelling,2
17-05-2021,Non Residential,1
17-05-2021,Dwelling,2
17-05-2021,Outdoor Structure,1
17-05-2021,Dwelling,1
17-05-2021,Dwelling,1
17-05-2021,Non Residential,1
17-05-2021,Dwelling,1
17-05-2021,Dwelling,1
17-05-2021,Dwelling,2
17-05-2021,Non Residential,1
17-05-2021,Dwelling,2
17-05-2021,Dwelling,2
17-05-2021,Non Residential,1
17-05-2021,Non Residential,1
17-05-2021,Dwelling,2
17-05-2021,Dwelling,2
17-05-2021,Dwelling,2
17-05-2021,Dwelling,2
17-05-2021,Other Residential,2
17-05-2021,Non Residential,3
17-05-2021,Dwelling,3
17-05-2021,Dwelling,1
17-05-2021,Dwelling,1
17-05-2021,Dwelling,1
17-05-2021,Dwelling,1
17-05-2021,Dwelling,1
17-05-2021,Road Vehicle,1
17-05-2021,Dwelling,5
17-05-2021,Non Residential,1
17-05-2021,Dwelling,1
17-05-2021,Other Residential,2
17-05-2021,Outdoor,1
17-05-2021,Dwelling,2
17-05-2021,Dwelling,1
17-05-2021,Dwelling,2
17-05-2021,Non Residential,1
17-05-2021,Non Residential,2
17-05-2021,Non Residential,1
17-05-2021,Non Residential,1
17-05-2021,Dwelling,3
17-05-2021,Dwelling,1
17-05-2021,Non Residential,1
17-05-2021,Non Residential,1
17-05-2021,Outdoor,1
17-05-2021,Non Residential,1
17-05-2021,Dwelling,2
17-05-2021,Dwelling,1
17-05-2021,Road Vehicle,1
17-05-2021,Dwelling,1
17-05-2021,Non Residential,1
17-05-2021,Dwelling,5
17-05-2021,Dwelling,2
17-05-2021,Dwelling,1
17-05-2021,Dwelling,1
17-05-2021,Non Residential,1
17-05-2021,Non Residential,2
17-05-2021,Non Residential,1
17-05-2021,Dwelling,1
17-05-2021,Road Vehicle,1
17-05-2021,Dwelling,2
17-05-2021,Non Residential,1
17-05-2021,Non Residential,1
17-05-2021,Dwelling,2
17-05-2021,Road Vehicle,1
17-05-2021,Dwelling,1
17-05-2021,Dwelling,1
17-05-2021,Non Residential,1
17-05-2021,Road Vehicle,1
17-05-2021,Non Residential,1
17-05-2021,Dwelling,1
17-05-2021,Non Residential,1
17-05-2021,Other Residential,2
17-05-2021,Outdoor,1
17-05-2021,Outdoor Structure,3
17-05-2021,Dwelling,2
17-05-2021,Dwelling,3
17-05-2021,Dwelling,2
17-05-2021,Dwelling,1
17-05-2021,Other Residential,2
17-05-2021,Dwelling,1
17-05-2021,Dwelling,1
17-05-2021,Non Residential,1
17-05-2021,Non Residential,1
17-05-2021,Outdoor,2
17-05-2021,Non Residential,1
17-05-2021,Non Residential,1
17-05-2021,Dwelling,1
17-05-2021,Road Vehicle,2
17-05-2021,Dwelling,2
17-05-2021,Dwelling,1
17-05-2021,Dwelling,1
17-05-2021,Non Residential,2
17-05-2021,Other Residential,1
17-05-2021,Road Vehicle,2
17-05-2021,Non Residential,1
17-05-2021,Dwelling,1
17-05-2021,Dwelling,1
17-05-2021,Other Residential,2
17-05-2021,Dwelling,2
17-05-2021,Other Residential,1
17-05-2021,Dwelling,1
17-05-2021,Non Residential,2
17-05-2021,Dwelling,2
17-05-2021,Non Residential,2
17-05-2021,Dwelling,3
17-05-2021,Outdoor Structure,1
17-05-2021,Dwelling,1
17-05-2021,Dwelling,1
17-05-2021,Outdoor,1
17-05-2021,Non Residential,1
17-05-2021,Dwelling,5
17-05-2021,Non Residential,1
17-05-2021,Dwelling,1
17-05-2021,Non Residential,1
17-05-2021,Dwelling,5
17-05-2021,Other Residential,4
17-05-2021,Non Residential,2
17-05-2021,Dwelling,1
17-05-2021,Non Residential,1
17-05-2021,Dwelling,1
17-05-2021,Non Residential,1
17-05-2021,Dwelling,1
17-05-2021,Dwelling,1
17-05-2021,Road Vehicle,2
17-05-2021,Outdoor Structure,1
17-05-2021,Dwelling,1
17-05-2021,Non Residential,1
17-05-2021,Dwelling,1
17-05-2021,Dwelling,1
17-05-2021,Non Residential,1
17-05-2021,Dwelling,1
17-05-2021,Dwelling,1
17-05-2021,Dwelling,1
17-05-2021,Non Residential,1
17-05-2021,Dwelling,1
17-05-2021,Dwelling,2
17-05-2021,Dwelling,4
17-05-2021,Dwelling,1
17-05-2021,Dwelling,1
17-05-2021,Dwelling,2
17-05-2021,Dwelling,2
17-05-2021,Non Residential,1
17-05-2021,Dwelling,1
17-05-2021,Dwelling,1
17-05-2021,Outdoor Structure,1
17-05-2021,Non Residential,1
17-05-2021,Dwelling,1
17-05-2021,Non Residential,1
17-05-2021,Road Vehicle,3
17-05-2021,Dwelling,2
17-05-2021,Dwelling,1
17-05-2021,Dwelling,2
17-05-2021,Dwelling,1
17-05-2021,Dwelling,1
17-05-2021,Other Residential,2
17-05-2021,Outdoor Structure,2
17-05-2021,Dwelling,2
17-05-2021,Dwelling,1
17-05-2021,Dwelling,2
17-05-2021,Other Residential,2
17-05-2021,Dwelling,2
17-05-2021,Dwelling,1
17-05-2021,Dwelling,1
17-05-2021,Non Residential,1
17-05-2021,Outdoor Structure,1
17-05-2021,Dwelling,1
17-05-2021,Other Residential,2
17-05-2021,Non Residential,4
17-05-2021,Outdoor Structure,3
17-05-2021,Road Vehicle,1
17-05-2021,Non Residential,1
17-05-2021,Non Residential,2
17-05-2021,Non Residential,1
17-05-2021,Non Residential,1
17-05-2021,Non Residential,1
17-05-2021,Road Vehicle,1
17-05-2021,Non Residential,2
17-05-2021,Dwelling,1
17-05-2021,Dwelling,2
17-05-2021,Non Residential,1
17-05-2021,Dwelling,2
17-05-2021,Non Residential,1
17-05-2021,Dwelling,1
17-05-2021,Dwelling,1
17-05-2021,Dwelling,1
17-05-2021,Dwelling,2
17-05-2021,Other Residential,1
17-05-2021,Non Residential,1
17-05-2021,Dwelling,1
17-05-2021,Non Residential,1
17-05-2021,Dwelling,1
17-05-2021,Dwelling,2
17-05-2021,Non Residential,2
17-05-2021,Dwelling,2
17-05-2021,Dwelling,2
17-05-2021,Non Residential,3
17-05-2021,Dwelling,1
17-05-2021,Dwelling,1
17-05-2021,Dwelling,2
17-05-2021,Dwelling,1
17-05-2021,Dwelling,2
17-05-2021,Dwelling,2
17-05-2021,Dwelling,1
17-05-2021,Outdoor,2
17-05-2021,Outdoor,1
17-05-2021,Dwelling,1
17-05-2021,Dwelling,5
17-05-2021,Other Residential,2
17-05-2021,Non Residential,1
17-05-2021,Dwelling,2
17-05-2021,Dwelling,1
17-05-2021,Dwelling,1
17-05-2021,Dwelling,1
17-05-2021,Dwelling,0
17-05-2021,Dwelling,1
17-05-2021,Dwelling,1
17-05-2021,Dwelling,2
17-05-2021,Dwelling,3
17-05-2021,Non Residential,1
18-05-2021,Non Residential,1
18-05-2021,Road Vehicle,1
18-05-2021,Dwelling,1
18-05-2021,Dwelling,1
18-05-2021,Non Residential,1
18-05-2021,Non Residential,1
18-05-2021,Non Residential,1
18-05-2021,Dwelling,1
18-05-2021,Outdoor Structure,1
18-05-2021,Dwelling,1
18-05-2021,Dwelling,3
18-05-2021,Dwelling,1
18-05-2021,Road Vehicle,1
18-05-2021,Dwelling,3
18-05-2021,Outdoor,2
